occurrenceID,basisOfRecord,typeStatus,associatedReferences,institutionCode,taxonRank,collectionCode,recordedBy,recordNumber,identifiedBy,lifeForm,datasetID,matchCodeEpig,matchedNameEpig,decimalLatitude,decimalLongitude,eventDate,changes
UIS:Herbario:18549,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Alexander Mantilla; Felipe Castaño; Edwin Salgado,212,Alexander Mantilla; Felipe Castaño,,UIS2024,3,Peperomia stellata,6.43115,-74.086167,2018-07-11,"change1: Trimmed whitespace in verbatimScientificName (and standardized blanks to NA) | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:19338,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),GENUS,UIS-H,Mendoza Humberto; Celis ángela; Robles Aura,20396,,,UIS2024,,,6.5755,-73.573384,2018-02-22,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:19339,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),GENUS,UIS-H,Mendoza Humberto; Celis ángela; Robles Aura,20394,,,UIS2024,,,6.576311,-73.574383,2018-02-22,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:19355,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Mendoza Humberto; Celis ángela; Robles Aura,20199,"Diaz-Rueda, Daniel M.",E,UIS2024,,,6.595318,-73.575684,2018-02-19,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:19451,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),GENUS,UIS-H,Malagón María del Pilar; Yaneth Robles; Paola Sánchez,585,Jhon D. Ortíz L.,E,UIS2024,,,6.070528,-74.212556,2018-07-17,"change1: Genus placeholder (sp./spp.): moved to 'genus', set taxonRank=GENUS, cleared scientificName; kept original in verbatim. | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:19471,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),GENUS,UIS-H,Mendoza Humberto; Malagón María del Pilar; Yaneth Robles,21552,,,UIS2024,,,6.700392,-74.149744,2018-07-18,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:19505,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Mendoza Humberto; Malagón María del Pilar; Yaneth Robles,21381,Humberto Mendoza,,UIS2024,1,Peperomia macrostachya,6.085889,-74.226917,2018-07-12,"change1: Trimmed whitespace in verbatimScientificName (and standardized blanks to NA) | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:19973,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Celis Ángela ; Mendoza Humberto; Alba Yaneth Robles; Seonghyum Cho; Sun Byung Yum,15,Humberto Mendoza,,UIS2024,1,Peperomia trichopus,6.997,-72.882,2018-09-09,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:19978,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Celis Ángela ; Mendoza Humberto; Alba Yaneth Robles; Seonghyum Cho; Sun Byung Yum,28,Humberto Mendoza,,UIS2024,1,Peperomia saligna,6.998,-72.878,2018-09-09,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:00078,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Alvarez Ramiro,230,D. Sanín,,UIS2024,,,7.12116,-73.08842,1978-12-02,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:11615,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,,,,Helecho,UIS2024,1,Polypodium levigatum,7.042014,-72.98226,2005-06-09,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:11623,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,,,,Helecho,UIS2024,1,Campyloneurum repens,7.042014,-72.98226,2005-06-09,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:11627,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,,,,Helecho,UIS2024,1,Pleopeltis remota,7.042014,-72.98226,2005-06-09,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14500,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Bustos Guillermo.,213,Guillermo Bustos. 1998,,UIS2024,,,7.042014,-72.98226,1998-05-21,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
UIS:Herbario:14533,PreservedSpecimen,,,Universidad Industrial de Santander (UIS),SPECIES,UIS-H,Bustos Guillermo,85,D. Sanín,E,UIS2024,3,Pleopeltis villagranii,7.042014,-72.98226,1997-08-03,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-29]"
