"";"occurrenceID";"country";"countryCode";"stateProvince";"locality";"decimalLatitude";"decimalLongitude";"coordinateUncertaintyInMeters";"datasetID";".ok_for_analysis";"eventDate";"changes";"ok.2";"discardReason"
"692";"HCCL2025_0692";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.78837";"-78.176466";4949;"HCCL2025";TRUE;"2016-12-03";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"693";"HCCL2025_0693";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.771005";"-78.185586";991;"HCCL2025";FALSE;"2016-12-03";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"694";"HCCL2025_0694";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.781434";"-78.178466";2808;"HCCL2025";TRUE;"2016-12-05";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"695";"HCCL2025_0695";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.802941";"-78.171697";2544;"HCCL2025";TRUE;"2016-12-05";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"696";"HCCL2025_0696";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.787128";"-78.177489";3086;"HCCL2025";TRUE;"2016-12-05";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"697";"HCCL2025_0697";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.771005";"-78.185586";991;"HCCL2025";FALSE;"2016-12-05";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"698";"HCCL2025_0698";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.769821";"-78.188157";737;"HCCL2025";FALSE;"2016-12-05";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"699";"HCCL2025_0699";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.769821";"-78.188157";737;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"700";"HCCL2025_0700";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.769821";"-78.188157";737;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"701";"HCCL2025_0701";"PERU";"PE";"Cajamarca";"Celedin";"-6.876709";"-78.115159";3240;"HCCL2025";TRUE;"2016-12-08";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"702";"HCCL2025_0702";"PERU";"PE";"Cajamarca";"Caserio Santa Rosa";"-6.877414";"-78.12823";448;"HCCL2025";TRUE;"2016-12-08";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"703";"HCCL2025_0703";"PERU";"PE";"Cajamarca";"Caserio Mangash";"-6.777723";"-78.179253";1559;"HCCL2025";TRUE;"2016-11-17";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"704";"HCCL2025_0704";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.769821";"-78.188157";737;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"705";"HCCL2025_0705";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.793937";"-78.174641";7071;"HCCL2025";TRUE;"2016-12-08";"change1: Trimmed whitespace in scientificName (and standardized blanks to NA) | change2: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change3: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"706";"HCCL2025_0706";"PERU";"PE";"Cajamarca";"Ruta Celendin - Llanguat";"-6.805195";"-78.171387";1492015;"HCCL2025";TRUE;"2016-12-08";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"707";"HCCL2025_0707";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.769821";"-78.188157";737;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"708";"HCCL2025_0708";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.769821";"-78.188157";737;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"709";"HCCL2025_0709";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.805953";"-78.170247";807;"HCCL2025";TRUE;"2016-12-08";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"710";"HCCL2025_0710";"PERU";"PE";"Cajamarca";"Ruta Celendin - Llanguat";"-6.795531";"-78.173096";854387;"HCCL2025";TRUE;"2016-12-08";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"711";"HCCL2025_0711";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.764108";"-78.186578";1217;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"712";"HCCL2025_0712";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.764108";"-78.186578";1217;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"713";"HCCL2025_0713";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.764108";"-78.186578";1217;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"714";"HCCL2025_0714";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.764108";"-78.186578";1217;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"715";"HCCL2025_0715";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.764108";"-78.186578";1217;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"716";"HCCL2025_0716";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.764108";"-78.186578";1217;"HCCL2025";FALSE;"2016-12-08";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"717";"HCCL2025_0717";"PERU";"PE";"Cajamarca";"Caserio El Lanche - Jelig";"-6.878234";"-78.114565";3807;"HCCL2025";TRUE;"2016-12-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"718";"HCCL2025_0718";"PERU";"PE";"Cajamarca";"Caserio La Manzana";"-6.825557";"-78.134782";238;"HCCL2025";TRUE;"2016-12-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"719";"HCCL2025_0719";"PERU";"PE";"Cajamarca";"Caserio La Manzana";"-6.822689";"-78.139801";238;"HCCL2025";TRUE;"2016-12-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"720";"HCCL2025_0720";"PERU";"PE";"Cajamarca";"Caserio La Manzana";"-6.756501";"-79.043427";121;"HCCL2025";FALSE;"2016-12-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"721";"HCCL2025_0721";"PERU";"PE";"Cajamarca";"Caserio La Manzana";"-6.824612";"-78.137497";286;"HCCL2025";TRUE;"2016-12-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"722";"HCCL2025_0722";"PERU";"PE";"Cajamarca";"Caserio La Manzana";"-6.826124";"-78.134416";286;"HCCL2025";TRUE;"2016-12-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"723";"HCCL2025_0723";"PERU";"PE";"Cajamarca";"Caserio La Manzana";"-6.756501";"-79.043427";121;"HCCL2025";FALSE;"2016-12-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"724";"HCCL2025_0724";"PERU";"PE";"Cajamarca";"Caserio La Manzana";"-6.756501";"-79.043427";121;"HCCL2025";FALSE;"2016-12-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"725";"HCCL2025_0725";"PERU";"PE";"Cajamarca";"Caserio Jelig";"-6.876965";"-78.117994";474;"HCCL2025";TRUE;"2016-12-10";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"726";"HCCL2025_0726";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.763879";"-78.183538";1492;"HCCL2025";FALSE;"2016-12-10";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"727";"HCCL2025_0727";"PERU";"PE";"Cajamarca";"Jelig";"-6.863071";"-78.108953";1636;"HCCL2025";FALSE;"2016-12-17";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"728";"HCCL2025_0728";"PERU";"PE";"Cajamarca";"Jelig";"-6.863071";"-78.108953";1636;"HCCL2025";FALSE;"2016-12-17";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"729";"HCCL2025_0729";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.763879";"-78.183538";1492;"HCCL2025";FALSE;"2016-12-17";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"730";"HCCL2025_0730";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.763879";"-78.183538";1492;"HCCL2025";FALSE;"2016-12-17";"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"731";"HCCL2025_0731";"PERU";"PE";"Cajamarca";"Caserio Llanguat";"-6.801622";"-78.17426";7511;"HCCL2025";TRUE;"2016-12-17";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
"732";"HCCL2025_0732";"PERU";"PE";"Cajamarca";"Ruta Celendin - Llanguat";"-6.802836";"-78.171759";1366385;"HCCL2025";TRUE;"2016-12-17";"change1: Converted UTM (Peru) to WGS84; zone auto-detected (17S/18S/19S). | change2: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14] | Created minimumElevationInMeters from plausible numeric verbatimElevation values only (0-5000 m); excluded erroneous values [2026-04-14]";TRUE;"Corrected: points were corrected according to locality"
