"","occurrenceID","basisOfRecord","typeStatus","associatedReferences","institutionCode","taxonRank","collectionCode","recordedBy","recordNumber","identifiedBy","lifeForm","datasetID","matchCodeEpig","matchedNameEpig","decimalLatitude","decimalLongitude","eventDate","changes","discardReason","verbatimrecordedBy","verbatimidentifiedBy"
"571","assis_i_2026_specieslink_00571","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Caxambu, M.G. | Siqueira, E.L. | Chagas, M.P. et al.","6647","Caxambu, M.G.","E","assis_i_2026_specieslink",1,"Billbergia nutans",-24.370694,-51.952722,"2015-08-05","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Caxambu, MG; Siqueira, EL; Chagas, MP; et al.","Caxambu, MG"
"572","assis_i_2026_specieslink_00572","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Bento-Fernandes, C.E. | Capatti, V.A. | Teixeira, V.A.","361","Ribeiro, J.E.L.S.","H","assis_i_2026_specieslink",1,"Ficus citrifolia",-22.5675,-53.5775,"2015-07-21","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Bento Fernandes, CE; Capatti, VA; Teixeira, VA","Ribeiro, JELS"
"573","assis_i_2026_specieslink_00573","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Capatti, V.A. | Teixeira, V.A. | Bento-Fernandes, C.E.","5","Ribeiro, J.E.L.S.","H","assis_i_2026_specieslink",1,"Ficus crocata",-22.668889,-53.573333,"2015-07-21","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Capatti, VA; Teixeira, VA; Bento Fernandes, CE","Ribeiro, JELS"
"574","assis_i_2026_specieslink_00574","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Gaio, J. | Demeda, C. | Gonzatti, F.","447","Gaio, J.","E","assis_i_2026_specieslink",1,"Epidendrum fulgens",-29.905833,-50.215833,"2015-07-12","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Gaio, J; Demeda, C; Gonzatti, F","Gaio, J"
"575","assis_i_2026_specieslink_00575","PreservedSpecimen","",NA,"UNESP-IBILCE","SPECIES","SJRP","Gonzatti, F. | Demeda, C. | Gaio, J.","1996","Gonzatti, F.","H","assis_i_2026_specieslink",1,"Coussapoa microcarpa",-29.976944,-50.212778,"2015-07-11","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in recordedBy","Gonzatti, F.; Demeda, C.; Gaio, J.","Gonzatti, F."
"576","assis_i_2026_specieslink_00576","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Gonzatti, F. | Demeda, C. | Gaio, J.","1996","Gonzatti, F.","H","assis_i_2026_specieslink",1,"Coussapoa microcarpa",-29.976944,-50.212778,"2015-07-11","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Gonzatti, F; Demeda, C; Gaio, J","Gonzatti, F"
"577","assis_i_2026_specieslink_00577","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Reis, J.J. | Pietrobom, M.R.","134","Pietrobom, M.R.","E","assis_i_2026_specieslink",1,"Ananthacorus angustifolius",-0.917111,-48.273222,"2015-07-09","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Reis, JJ; Pietrobom, MR","Pietrobom, MR"
"578","assis_i_2026_specieslink_00578","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Reis, J.J. | Pietrobom, M.R.","15","Pietrobom, M.R.","E","assis_i_2026_specieslink",1,"Lindsaea lancea",-0.92725,-48.264139,"2015-07-06","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Reis, JJ; Pietrobom, MR","Pietrobom, MR"
"579","assis_i_2026_specieslink_00579","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Reis, J.J. | Pietrobom, M.R.","09","Pietrobom, M.R.","E","assis_i_2026_specieslink",1,"Elaphoglossum luridum",-0.926444,-48.264694,"2015-07-06","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Reis, JJ; Pietrobom, MR","Pietrobom, MR"
"580","assis_i_2026_specieslink_00580","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Caxambu, M.G. | Siqueira, E.L. | Chagas, M.P.","6577","Caxambu, M.G.","E","assis_i_2026_specieslink",1,"Pleopeltis hirsutissima",-25.242333,-53.845972,"2015-06-19","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Caxambu, MG; Siqueira, EL; Chagas, MP","Caxambu, MG"
"581","assis_i_2026_specieslink_00581","PreservedSpecimen","",NA,"UEL","SPECIES","FUEL","Gonzatti, F.","1919","Gonzatti, F.","E","assis_i_2026_specieslink",1,"Peperomia tetraphylla",-29.169444,-51.625833,"2015-06-12","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","Gonzatti, F","Gonzatti, F"
