"","occurrenceID","basisOfRecord","typeStatus","associatedReferences","institutionCode","taxonRank","collectionCode","recordedBy","recordNumber","identifiedBy","lifeForm","datasetID","matchCodeEpig","matchedNameEpig","decimalLatitude","decimalLongitude","eventDate","changes","discardReason","verbatimrecordedBy","verbatimidentifiedBy"
"179","assis_i_2026_specieslink_00179","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","425","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Specklinia picta",-1.517917,-61.45,"2020-12-26","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"180","assis_i_2026_specieslink_00180","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","413","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Acianthera teres",NA,NA,"2020-12-21","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"181","assis_i_2026_specieslink_00181","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","410","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Cattleya bradei",NA,NA,"2020-12-21","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"182","assis_i_2026_specieslink_00182","PreservedSpecimen","",NA,"UEMA","SPECIES","SLUI","Ferreira, A.W.C.","183","Silva-Junior, W.R.","E","assis_i_2026_specieslink",1,"Microgramma percussa",-2.869444,-44.106111,"2020-11-03","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy","Ferreira, A.W.C.","Silva Junior, W.R."
"183","assis_i_2026_specieslink_00183","PreservedSpecimen","",NA,"UEMA","SPECIES","SLUI","Ferreira, A.W.C.","174","Ferreira, A.W.C. | Mendes, M.R.G.","E","assis_i_2026_specieslink",1,"Philodendron fragrantissimum",-2.885556,-44.068889,"2020-10-31","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy","Ferreira, A.W.C.","Ferreira, A.W.C; Mendes, M.R.G."
"184","assis_i_2026_specieslink_00184","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","372","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Constantia microscopica",NA,NA,"2020-10-23","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"185","assis_i_2026_specieslink_00185","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","367","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Encyclia andrichii",NA,NA,"2020-10-17","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"186","assis_i_2026_specieslink_00186","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","402","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Catasetum barbatum",NA,NA,"2020-10-17","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"187","assis_i_2026_specieslink_00187","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","368","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Cyrtopodium holstii",NA,NA,"2020-10-17","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"188","assis_i_2026_specieslink_00188","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","370","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Encyclia duveenii",NA,NA,"2020-10-16","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"189","assis_i_2026_specieslink_00189","PreservedSpecimen","",NA,"UEMA","SPECIES","SLUI","Ferreira, A.W.C.","476","Silva-Junior, W.R.","E","assis_i_2026_specieslink",1,"Microgramma lycopodioides",-2.945833,-44.266944,"2020-10-13","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy","Ferreira, A.W.C.","Silva Junior, W.R."
"190","assis_i_2026_specieslink_00190","PreservedSpecimen","",NA,"UEMA","SPECIES","SLUI","Ferreira, A.W.C.","159","Ferreira, A.W.C. | Mendes, M.R.G.","E","assis_i_2026_specieslink",1,"Anthurium gracile",-1.845833,-45.788056,"2020-10-03","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy","Ferreira, A.W.C.","Ferreira, A.W.C; Mendes, M.R.G."
"191","assis_i_2026_specieslink_00191","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F. | Giordani, S.C.O.","378","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Epidendrum proligerum",NA,NA,"2020-10-01","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes, S.C.O. Giordani","E.L.F. Menezes"
"192","assis_i_2026_specieslink_00192","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","375","Menezes, E.L.F. | Giordani, S.C.O.","E","assis_i_2026_specieslink",1,"Epidendrum armeniacum",NA,NA,"2020-10-01","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes, S.C.O. Giordani"
"193","assis_i_2026_specieslink_00193","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","383","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Octomeria grandiflora",NA,NA,"2020-10-01","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"194","assis_i_2026_specieslink_00194","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","379","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Prosthechea calamaria",NA,NA,"2020-10-01","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"195","assis_i_2026_specieslink_00195","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F. | Giordani, S.C.O.","399","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Cattleya teretecaulis",NA,NA,"2020-09-30","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes, S.C.O. Giordani","E.L.F. Menezes"
"196","assis_i_2026_specieslink_00196","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F.","401","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Encyclia seidelii",NA,NA,"2020-09-30","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes","E.L.F. Menezes"
"197","assis_i_2026_specieslink_00197","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F. | Giordani, S.C.O.","398","Menezes, E.L.F. | Giordani, S.C.O.","E","assis_i_2026_specieslink",1,"Bulbophyllum epiphytum",NA,NA,"2020-09-30","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes, S.C.O. Giordani","E.L.F. Menezes, S.C.O. Giordani"
"198","assis_i_2026_specieslink_00198","PreservedSpecimen","",NA,"UEMA","SPECIES","SLUI","Ferreira, A.W.C.","152","Ferreira, A.W.C. | Mendes, M.R.G.","E","assis_i_2026_specieslink",1,"Anthurium gracile",-2.600278,-45.447222,"2020-09-22","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy","Ferreira, A.W.C.","Ferreira, A.W.C; Mendes, M.R.G."
"199","assis_i_2026_specieslink_00199","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F. | Giordani, S.C.O.","391","Menezes, E.L.F. | Giordani, S.C.O.","E","assis_i_2026_specieslink",1,"Anathallis laciniata",NA,NA,"2020-09-13","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes, S.C.O. Giordani","E.L.F. Menezes, S.C.O. Giordani"
"200","assis_i_2026_specieslink_00200","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F. | Giordani, S.C.O.","387","Menezes, E.L.F. | Giordani, S.C.O.","E","assis_i_2026_specieslink",1,"Bifrenaria tyrianthina",NA,NA,"2020-09-13","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes, S.C.O. Giordani","E.L.F. Menezes, S.C.O. Giordani"
"201","assis_i_2026_specieslink_00201","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F. | Giordani, S.C.O.","392","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Isabelia violacea",NA,NA,"2020-09-13","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes, S.C.O. Giordani","E.L.F. Menezes"
"202","assis_i_2026_specieslink_00202","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F. | Giordani, S.C.O.","390","Menezes, E.L.F. | Giordani, S.C.O.","E","assis_i_2026_specieslink",1,"Anathallis graveolens",NA,NA,"2020-09-13","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes, S.C.O. Giordani","E.L.F. Menezes, S.C.O. Giordani"
"203","assis_i_2026_specieslink_00203","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F. | Giordani, S.C.O.","389","Menezes, E.L.F. | Giordani, S.C.O.","E","assis_i_2026_specieslink",1,"Barbosella trilobata",NA,NA,"2020-09-13","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes, S.C.O. Giordani","E.L.F. Menezes, S.C.O. Giordani"
"204","assis_i_2026_specieslink_00204","PreservedSpecimen","",NA,"UFVJM","SPECIES","DIAM","Menezes, E.L.F. | Giordani, S.C.O.","338","Menezes, E.L.F.","E","assis_i_2026_specieslink",1,"Acianthera auriculata",NA,NA,"2020-09-11","change1: Set datasetID='assis_i_2026_specieslink'. | change2: Generated deterministic occurrenceID. | change3: Created verbatimScientificName (priority: scientificName_bf > scientificName_wfo > SPECIES) | change4: Created scientificName from verbatimScientificName using backbone accepted name (match 1). | change5: Overwrote genus from accepted backbone name (match 1). | Filled missing family/order/phylum from taxonomy lookups [2026-03-28] | Filled missing scientificNameAuthorship from EpIG backbone [2026-03-28] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-03-28] | lifeForm assigned (E prioritized over H; derived from bf/zotz and habitat fallback) [2026-03-28] | Filled missing basisOfRecord with 'PreservedSpecimen' [2026-03-28]","standardize author names in identifiedBy / standardize author names in recordedBy","E.L.F. Menezes, S.C.O. Giordani","E.L.F. Menezes"
